name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	day	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons
5528fb	Human	Criminal	2018-06-13T05:50:10Z	Fighter 9|Cleric 1	Fighter|Cleric	Battle Master|Forge Domain	10	Crossbow Expert|Sharpshooter|Resilient	93	17	9	20	17	11	13	12	lawful neutral	Stealth|Insight|Perception|Intimidation|Persuasion	Longbow|Crossbow, hand|Dagger|Sling|Net	Resistance*0|Thaumaturgy*0|Mending*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1	06 12 18	LN	N	L	Human	Resistance*0|Thaumaturgy*0|Mending*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1	Longbow|Crossbow, hand|Dagger|Sling|Net
cb7e78	Hill Dwarf	Urchin	2018-08-27T21:49:48Z	Druid 3	Druid	Circle of Dreams	3		16	14	11	16	17	16	18	13		Sleight of Hand|Stealth|Arcana|Perception	Quarterstaff|Scimitar	Druid craft*0|magic stone*0|Detect magic (r)*1|Absorb elements*1|Healing word*1|Goodberry*1|Create or destroy water*1|Earth tremmor*1|Speak with animals (r)*1|Heat metal*2|Moonbeam*2|Flame blade*2	08 27 18		NA	NA	Dwarf	Druidcraft*0|Magic Stone*0|Detect Magic*1|Absorb Elements*1|Healing Word*1|Goodberry*1|Create or Destroy Water*1|Earth Tremor*1|Speak with Animals*1|Heat Metal*2|Moonbeam*2|Flame Blade*2	Quarterstaff|Scimitar
5528fb	Human	Criminal	2018-06-04T19:20:55Z	Fighter 5	Fighter	Battle Master	5	Crossbow Expert|Sharpshooter	49	16	9	18	17	11	12	12	lawful neutral	Stealth|Insight|Perception|Intimidation|Persuasion	Longbow|Crossbow, hand|Handaxe|Dagger|Rapier		06 04 18	LN	N	L	Human		Longbow|Crossbow, hand|Handaxe|Dagger|Rapier
7b790b	Human	Noble	2018-08-21T04:08:16Z	Paladin 3	Paladin	Oath of Vengeance	3	Magic Initiate	25	18	15	12	13	10	10	16	Lawful Evil	Athletics|History|Medicine|Intimidation|Persuasion	Longsword|+1 Longsword 2H|+1 Longsword 1H|Longbow	Eldritch Blast*0|Prestidigitation*0|Hex*1|Cure Wounds*1|Searing Smite*1|Bane*1|Hunter’s Mark*1	08 20 18	LE	E	L	Human	Eldritch Blast*0|Prestidigitation*0|Hex*1|Cure Wounds*1|Searing Smite*1|Bane*1|Hunter’s Mark*1	Longsword|Longbow
0420ee	Lineage - Glas	Criminal	2018-07-09T22:34:50Z	Sorcerer 3	Sorcerer	Wild Magic	3		22	13	8	16	15	8	8	17		Stealth|Insight|Deception|Persuasion	Crossbow, light|Dagger	Minor Illusion*0|Firebolt*0|Poison Spray*0|Friends*0|Mage Armor*1|Disguise Self*1|Scorching Ray*2|Suggestion*2	07 09 18		NA	NA	Tiefling	Minor Illusion*0|Fire Bolt*0|Poison Spray*0|Friends*0|Mage Armor*1|Disguise Self*1|Scorching Ray*2|Suggestion*2	Crossbow, Light|Dagger
0420ee	Lineage - Glas	Criminal	2018-07-09T23:16:44Z	Sorcerer 3	Sorcerer	Wild Magic	3		22	13	8	16	15	8	8	17		Stealth|Insight|Deception|Persuasion	Crossbow, light|Dagger	Minor Illusion*0|Firebolt*0|Poison Spray*0|Friends*0|Mage Armor*1|Disguise Self*1|Scorching Ray*2|Suggestion*2	07 09 18		NA	NA	Tiefling	Minor Illusion*0|Fire Bolt*0|Poison Spray*0|Friends*0|Mage Armor*1|Disguise Self*1|Scorching Ray*2|Suggestion*2	Crossbow, Light|Dagger
0420ee	Lineage - Glas	Criminal	2018-07-09T23:06:17Z	Sorcerer 3	Sorcerer	Wild Magic	3		22	13	8	16	15	8	8	17		Stealth|Insight|Deception|Persuasion	Crossbow, light|Dagger	Minor Illusion*0|Firebolt*0|Poison Spray*0|Friends*0|Mage Armor*1|Disguise Self*1|Scorching Ray*2|Suggestion*2	07 09 18		NA	NA	Tiefling	Minor Illusion*0|Fire Bolt*0|Poison Spray*0|Friends*0|Mage Armor*1|Disguise Self*1|Scorching Ray*2|Suggestion*2	Crossbow, Light|Dagger
c96884	Half-Orc	Clan Crafter	2018-08-04T00:20:44Z	Barbarian 14	Barbarian	Path of the Berserker	14	Great Weapon Master|Tough	159	16	20	11	15	7	12	12		History|Insight|Perception|Survival|Intimidation	Greataxe|Javelin		08 03 18		NA	NA	Half-Orc		Greataxe|Javelin
77ae02	Ghastly Halfling	Hermit	2018-07-24T20:25:06Z	Ranger 4|Rogue 1	Ranger|Rogue	Hunter|	5	Sharpshooter	33	16	11	16	10	9	14	7		Acrobatics|Stealth|Investigation|Religion|Medicine|Perception	Shortsword|Longbow		07 24 18		NA	NA	Halfling		Shortsword|Longbow
e6f0d7	Dragonborn	Courtier	2018-07-09T14:07:04Z	Sorcerer 10	Sorcerer	Storm Sorcery	10	Dragon Hide|Spell Sniper	42	12	10	14	10	13	12	18		Arcana|Religion|Insight|Persuasion	Dagger	Control Flames*0|Firebolt*0|Mage Hand*0|Lightning Lure*0|Mending*0|Message*0|Comprehend Languages*1|Mage Armour*1|Suggestion*2|Web*2|Crown Of Madness*2|Counterspell*3|Tongues*3|Major Image*3|Polymorph*4|Sickening Radiance*4|Immolation*5	07 09 18		NA	NA	Dragonborn	Control Flames*0|Fire Bolt*0|Mage Hand*0|Lightning Lure*0|Mending*0|Message*0|Comprehend Languages*1|Mage Armor*1|Suggestion*2|Web*2|Crown of Madness*2|Counterspell*3|Tongues*3|Major Image*3|Polymorph*4|Sickening Radiance*4|Immolation*5	Dagger
9b4c34	Mountain Dwarf	Clan Crafter	2018-07-09T14:31:04Z	Paladin 10	Paladin	OathBreaker	10	Squat Nimbleness	84	18	17	10	14	12	14	16		Athletics|History|Insight|Intimidation|Persuasion	Javelin	Hellish Rebuke*1|Inflict Wounds*1|Thunderous Smite*1|Heroism*1|Cure Wounds*1|Protection From Evil And Good*1|Crown of Madness*2|Darkness*2|Zone Of Truth*2|Find Steed*2|Magic Weapon*2|Animate Dead*3|Bestow Curse*3|Remove Curse*3|Elemental Weapon*3	07 09 18		NA	NA	Dwarf	Hellish Rebuke*1|Inflict Wounds*1|Thunderous Smite*1|Heroism*1|Cure Wounds*1|Protection from Evil and Good*1|Crown of Madness*2|Darkness*2|Zone of Truth*2|Find Steed*2|Magic Weapon*2|Animate Dead*3|Bestow Curse*3|Remove Curse*3|Elemental Weapon*3	Javelin
792235	Human	Knight	2018-07-09T14:32:55Z	Fighter 10	Fighter	Purple Dragon Knight	10	Sentinel|Mage Slayer|Shield Master	76	18	18	10	14	10	16	10		History|Animal Handling|Insight|Perception|Performance|Persuasion	Longsword|Handaxe		07 09 18		NA	NA	Human		Longsword|Handaxe
20a586	Wood Elf	Sage	2018-07-09T15:25:02Z	Druid 10	Druid	Circle of the Land	10	Wood Elf Magic|Elven Accuracy	53	16	10	16	10	16	18	10		Arcana|History|Nature|Medicine|Perception|Survival	Scimitar	Guidance*0|Mold Earth*0|Shape Water*0|Thorn Whip*0|Druidcraft*0|Create Or Destroy Water*1|Healing Word*1|Speak With Animals*1|Barkskin*2|Spider Climb*2|Animal Messenger*2|Skywrite*2|Lesser Restoration*2|Call Lightning*3|Plant Growth*3|Erupting Earth*3|Speak With Plants*3|Locate Animals Or Plants*3|Divination*4|Freedom of Movement*4|Watery Sphere*4|Conjure Woodland Beings*4|Commune with Nature*5|Tree Stride*5|Mass Cure Wounds*5|Wrath Of Nature*5|Greater Restoration*5	07 09 18		NA	NA	Elf	Guidance*0|Mold Earth*0|Shape Water*0|Thorn Whip*0|Druidcraft*0|Create or Destroy Water*1|Healing Word*1|Speak with Animals*1|Barkskin*2|Spider Climb*2|Animal Messenger*2|Skywrite*2|Lesser Restoration*2|Call Lightning*3|Plant Growth*3|Erupting Earth*3|Speak with Plants*3|Divination*4|Freedom of Movement*4|Watery Sphere*4|Conjure Woodland Beings*4|Commune with Nature*5|Tree Stride*5|Mass Cure Wounds*5|Wrath of Nature*5|Greater Restoration*5	Scimitar
e9a755	Wood Elf	Guild Artisan	2018-07-09T13:59:30Z	Wizard 10	Wizard	School of Conjuration	10	Spell Sniper|Elven Accuracy	42	13	10	16	10	15	14	12		Arcana|Insight|Medicine|Perception|Persuasion	Quarterstaff		07 09 18		NA	NA	Elf		Quarterstaff
6f918e	Tabaxi	Criminal	2018-07-09T14:05:11Z	Rogue 12	Rogue	Mastermind	12	Actor|Keen Mind|Observant	75	14	12	16	12	15	18	16		Sleight of Hand|Stealth|Insight|Perception|Deception|Intimidation|Persuasion	Rapier|Shortbow|Dagger		07 09 18		NA	NA	Tabaxi		Rapier|Shortbow|Dagger
71e2db	Human	Urban Bounty Hunter	2018-06-10T03:21:36Z	Fighter 5|Warlock 1	Fighter|Warlock	Battle Master|The Hexblade	6	Crossbow Expert	57	16	8	18	16	8	12	13	Chaotic Neutral	Acrobatics|Stealth|Insight|Perception|Survival	Crossbow, hand|Crossbow, heavy|Crossbow, light	Friends*0|Mage Hand*0|Shield*1|Hex*1	06 09 18	CN	N	C	Human	Friends*0|Mage Hand*0|Shield*1|Hex*1	Crossbow, hand|Crossbow, Heavy|Crossbow, Light
054df0	Aarakocra	Far Traveler	2018-07-15T23:09:21Z	Wizard 5	Wizard	War Magic	5	Resilient	35	13	10	16	15	18	14	12	cn	Arcana|Investigation|Insight|Perception	Dagger|Unarmed strike	Message*0|Fire Bolt*0|Mage Hand*0|Minor Illusion*0|Comprehend Languages*1|Detect Magic*1|Find Familiar*1|Identify*1|Mage Armour*1|Magic Missile*1|Shield*1|ThunderWave*1|Cloud Of Daggers*2|Dark Vision*2|Invisibility*2|Levitate*2|Misty Step*2|Suggestion*2|Counter Spell*3|Fireball*3|Leonard Tiny Hut*3	07 15 18	CN	N	C	Aarakocra	Message*0|Fire Bolt*0|Mage Hand*0|Minor Illusion*0|Comprehend Languages*1|Detect Magic*1|Find Familiar*1|Identify*1|Mage Armor*1|Magic Missile*1|Shield*1|Thunderwave*1|Cloud of Daggers*2|Darkvision*2|Invisibility*2|Levitate*2|Misty Step*2|Suggestion*2|Counterspell*3|Fireball*3|Leomund’s Tiny Hut*3	Dagger|Unarmed Strike
054df0	Aarakocra	Far Traveler	2018-07-16T08:09:32Z	Wizard 5	Wizard	War Magic	5	Resilient	35	13	10	16	15	18	14	12	cn	Arcana|Investigation|Insight|Perception	Dagger|Unarmed strike	Message*0|Fire Bolt*0|Mage Hand*0|Minor Illusion*0|Comprehend Languages*1|Detect Magic*1|Find Familiar*1|Identify*1|Mage Armour*1|Magic Missile*1|Shield*1|ThunderWave*1|Fog Cloud*1|Cloud Of Daggers*2|Dark Vision*2|Invisibility*2|Levitate*2|Misty Step*2|Suggestion*2|Leomids Tiny Hut*3|Fireball*3	07 16 18	CN	N	C	Aarakocra	Message*0|Fire Bolt*0|Mage Hand*0|Minor Illusion*0|Comprehend Languages*1|Detect Magic*1|Find Familiar*1|Identify*1|Mage Armor*1|Magic Missile*1|Shield*1|Thunderwave*1|Fog Cloud*1|Cloud of Daggers*2|Darkvision*2|Invisibility*2|Levitate*2|Misty Step*2|Suggestion*2|Leomund’s Tiny Hut*3|Fireball*3	Dagger|Unarmed Strike
41dc42	Ghastly Halfling	Sailor	2018-05-28T01:59:30Z	Druid 1	Druid		1		10	16	8	17	14	10	16	8		Athletics|Arcana|Perception|Survival	Scimitar	Druidcraft*0|Thorn Whip*0|Goodberry*1|Entangle*1	05 27 18		NA	NA	Halfling	Druidcraft*0|Thorn Whip*0|Goodberry*1|Entangle*1	Scimitar
c42383	Human	Charlatan	2018-06-01T21:39:06Z	Bard 1	Bard		1		9	14	13	17	12	13	9	18		Sleight of Hand|Stealth|Deception|Performance|Persuasion	Rapier|Dagger		06 01 18		NA	NA	Human		Rapier|Dagger
221034	Half-Elf	Courtesan	2018-09-02T05:02:25Z	Bard 5	Bard	College of Lore	5	War Caster	44	20	10	12	14	12	14	16	Chaotic Neutral	Acrobatics|Sleight of Hand|Stealth|History|Investigation|Medicine|Perception|Deception|Performance|Persuasion	Whip|Longbow|Longsword	Prestidigitation*0|True Strike*0|Viscious Mockery*0|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Tasha's Hideous Laughter*1|Hold Person*2|Invisibility *2|Silence*2|Enemies Abound*3	09 01 18	CN	N	C	Half-Elf	Prestidigitation*0|True Strike*0|Vicious Mockery*0|Dissonant Whispers*1|Faerie Fire*1|Healing Word*1|Tasha’s Hideous Laughter*1|Hold Person*2|Invisibility*2|Silence*2|Enemies Abound*3	Whip|Longbow|Longsword
1d594f	Half-Orc	Mercenary Veteran	2018-07-29T01:52:44Z	Barbarian 20|Fighter 19|Rogue 10|Wizard 16|Bard 16|Paladin 4|Warlock 4	Barbarian|Fighter|Rogue|Wizard|Bard|Paladin|Warlock	Path of the Battlerager|Battle Master|Inquisitive|School of Necromancy|College of Lore|OathBreaker|The Great Old One	89	Great Weapon Master|Prodigy	1149	22	24	20	24	20	20	20		Athletics|Acrobatics|Arcana|Investigation|Animal Handling|Insight|Perception|Deception|Intimidation|Performance|Persuasion	Greataxe|Handaxe|Javelin|Greatsword|Greataxe	Hellish Rebuke*1|Inflict Wounds*1|Animate Dead*3	07 28 18		NA	NA	Half-Orc	Hellish Rebuke*1|Inflict Wounds*1|Animate Dead*3	Greataxe|Handaxe|Javelin|Greatsword
1722d8	Human	Sage	2018-08-19T17:59:18Z	Ranger 4	Ranger	Beast Master	4		25	12	13	13	8	15	15	10		Stealth|Arcana|History|Investigation|Animal Handling|Perception	Shortsword|Longbow|Dagger	Hunters Mark*1|Speak With Animals*1|Fog Cloud*1	08 19 18		NA	NA	Human	Hunter’s Mark*1|Speak with Animals*1|Fog Cloud*1	Shortsword|Longbow|Dagger
4ed3b0	Mountain Dwarf	Outlander	2018-09-09T22:39:53Z	Barbarian 8	Barbarian	Path of the Totem Warrior	8		101	22	20	20	20	12	14	18	Chaotic Good	Athletics|Acrobatics|Stealth|Perception|Survival|Intimidation	Hazirawn/Nec|Battleaxe|Warhammer|Javelin	Detect Magic (1)*0|Detect Good and Evil (1)*0|Detect Thoughts (2)*0	09 09 18	CG	G	C	Dwarf	*	Battleaxe|Warhammer|Javelin
5528fb	Human	Criminal	2018-06-17T10:12:20Z	Fighter 12|Cleric 4	Fighter|Cleric	Battle Master|Forge Domain	16	Crossbow Expert|Sharpshooter|Resilient|Lucky	160	17	9	20	18	11	14	12	lawful neutral	Stealth|Insight|Perception|Intimidation|Persuasion	Longbow|Crossbow, hand|Dagger|Sling|Net	Resistance*0|Thaumaturgy*0|Mending*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1|Heat Metal*2|Magic Weapon*2	06 17 18	LN	N	L	Human	Resistance*0|Thaumaturgy*0|Mending*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1|Heat Metal*2|Magic Weapon*2	Longbow|Crossbow, hand|Dagger|Sling|Net
2f9582	Half-Orc	Urban Bounty Hunter	2018-06-24T18:40:55Z	Fighter 1	Fighter		1		9	16	15	10	13	10	10	14	Chaotic Good	Perception|Survival|Deception|Intimidation|Persuasion	Crossbow, light|Lance		06 24 18	CG	G	C	Half-Orc		Crossbow, Light|Lance
2f9582	Half-Orc	Urban Bounty Hunter	2018-06-24T04:45:25Z	Fighter 1	Fighter		1		9	16	16	10	9	9	10	12	Chaotic Good	Perception|Survival|Deception|Intimidation|Persuasion	Crossbow, light|Lance		06 23 18	CG	G	C	Half-Orc		Crossbow, Light|Lance
32b297	Lightfoot Halfling	Criminal	2018-06-24T05:04:35Z	Rogue 1	Rogue		1		7	14	14	17	11	8	5	7		Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion	Rapier|Shortsword|Dagger		06 23 18		NA	NA	Halfling		Rapier|Shortsword|Dagger
aecead	Ghastly Halfling	Outlander	2018-07-05T20:37:04Z	Druid 3	Druid	Circle of the Moon	3		27	16	7	14	16	8	17	13	neutral good	Athletics|Nature|Perception|Survival	Scimitar|Produce Flame	Druidcraft*0|Produce Flame*0|Goodberry*1|Create Or Destroy Water*1|Healing Word*1|Cure Wounds*1|Lesser Restoration*2|Healing Spirit*2|Pass Without Trace*2|Darkvision*2	07 05 18	NG	G	N	Halfling	Druidcraft*0|Produce Flame*0|Goodberry*1|Create or Destroy Water*1|Healing Word*1|Cure Wounds*1|Lesser Restoration*2|Healing Spirit*2|Pass Without Trace*2|Darkvision*2	Scimitar
5babf5	Goliath	Clan Crafter	2018-06-08T16:53:43Z	Fighter 3|Barbarian 9	Fighter|Barbarian	Champion|Path of the Berserker	12		110	17	19	16	17	8	8	8		Athletics|History|Insight|Perception|Intimidation	Greatsword|Maul|Handaxe|Full Blade		06 08 18		NA	NA	Goliath		Greatsword|Maul|Handaxe
c42383	Human	Far Traveler	2018-07-11T13:57:38Z	Monk 3	Monk	Way of the Four Elements	3	Charger	24	16	8	17	15	8	16	8		Acrobatics|Stealth|Insight|Perception	Shortsword|Dart|Unarmed strike		07 11 18		NA	NA	Human		Shortsword|Dart|Unarmed Strike
8d74da	Goliath	Clan Crafter	2018-06-08T13:57:21Z	Fighter 3|Barbarian 9	Fighter|Barbarian	Champion|Path of the Berserker	12		110	20	19	16	17	8	8	8		Athletics|History|Insight|Perception|Intimidation	Greatsword|Maul|Handaxe|Full Blade		06 08 18		NA	NA	Goliath		Greatsword|Maul|Handaxe
8c5219	Human	Acolyte	2018-08-15T16:55:19Z	Cleric 1	Cleric	Arcana Domain	1		10	16	17	10	15	15	18	13		Arcana|History|Religion|Insight|Medicine	Mace|Crossbow, light	Mending*0|Spare The Dying*0|Sacred Flame*0|Fire Bolt*0|Dancing Lights*0|Detect Magic*1|Magic Missile*1|Cure Wounds*1|Healing Word*1	08 15 18		NA	NA	Human	Mending*0|Spare the Dying*0|Sacred Flame*0|Fire Bolt*0|Dancing Lights*0|Detect Magic*1|Magic Missile*1|Cure Wounds*1|Healing Word*1	Mace|Crossbow, Light
7d35f9	Firbolg	Hermit	2018-07-10T11:45:41Z	Druid 1	Druid		1		9	13	12	14	13	10	19	12	Neutral Good	Religion|Insight|Medicine|Perception	Quarterstaff|Scimitar		07 10 18	NG	G	N	Firbolg		Quarterstaff|Scimitar
d9db84	Lightfoot Halfling	Far Traveler	2018-07-06T07:24:01Z	Ranger 9	Ranger	Hunter	9		95	15	13	19	15	12	10	10		Athletics|Stealth|Insight|Perception|Survival	Shortsword|Longbow		07 06 18		NA	NA	Halfling		Shortsword|Longbow
3dc6a8	Half-Elf	Noble	2018-09-06T16:20:14Z	Wizard 5	Wizard	School of Divination	5	Lucky	32	12	8	14	14	18	10	14		Arcana|History|Investigation|Perception|Deception|Persuasion	Dagger	Prestidigitation*0|Minor Illusion*0|Mending*0|Firebolt*0|Mage Armor*1|Detect Magic (rituel)*1|Disguise Self*1|Familiar (rituel)*1|Shield*1|Identify (rituel)*1|Unsean Servent (Ritual)*1|Grease*1|Misty Step*2|Suggestion*2|Invisibility*2|Hold Person*2|Web*2|Counterspell*3|Dispel Magic*3|Haste*3	09 06 18		NA	NA	Half-Elf	Prestidigitation*0|Minor Illusion*0|Mending*0|Fire Bolt*0|Mage Armor*1|Detect Magic*1|Disguise Self*1|Shield*1|Identify*1|Grease*1|Misty Step*2|Suggestion*2|Invisibility*2|Hold Person*2|Web*2|Counterspell*3|Dispel Magic*3|Haste*3	Dagger
e318fe	Dragonborn	Mercenary Veteran	2018-07-21T05:52:36Z	Paladin 3	Paladin	Oath of Conquest	3		30	17	17	9	12	10	10	16		Athletics|Insight|Medicine|Persuasion	Warhammer|Javelin	Armor of Frost*1|Command*1	07 20 18		NA	NA	Dragonborn	Command*1	Warhammer|Javelin
b2a4fc	Firbolg	Acolyte	2018-06-21T20:25:45Z	Cleric 12	Cleric	Forge Domain	12		111	18	14	10	18	13	20	12		History|Religion|Insight|Medicine	Mace|Crossbow, light	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4|Animate Objects*5|Creation*5	06 21 18		NA	NA	Firbolg	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4|Animate Objects*5|Creation*5	Mace|Crossbow, Light
b2a4fc	Firbolg	Acolyte	2018-06-22T00:03:02Z	Cleric 12	Cleric	Forge Domain	12		111	22	15	10	18	13	20	12		History|Religion|Insight|Medicine	Mace|Crossbow, light	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4|Animate Objects*5|Creation*5	06 21 18		NA	NA	Firbolg	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4|Animate Objects*5|Creation*5	Mace|Crossbow, Light
4eb2e3	Firbolg	Faction Agent	2018-07-16T02:14:30Z	Cleric 3	Cleric	Forge Domain	3		24	17	14	9	15	12	17	12		History|Religion|Insight|Persuasion	Mace|Crossbow, light	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2	07 15 18		NA	NA	Firbolg	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2	Mace|Crossbow, Light
de8198	High Elf	Urban Bounty Hunter	2018-08-17T01:55:02Z	Fighter 1	Fighter		1		11	14	11	17	13	16	6	13	Chaotic Neutral	Athletics|Stealth|Perception|Intimidation|Persuasion	Longbow|Shortsword|Whip|Handaxe	Sword Burst*0	08 16 18	CN	N	C	Elf	Sword Burst*0	Longbow|Shortsword|Whip|Handaxe
da029c	Goliath	Haunted One	2018-08-29T01:09:46Z	Sorcerer 1	Sorcerer	Wild Magic	1		9	12	18	14	16	14	9	15		Athletics|Arcana|Investigation|Intimidation|Persuasion	Dagger|Dagger		08 28 18		NA	NA	Goliath		Dagger
9a40de	Half-Elf	Urban Bounty Hunter	2018-08-29T01:13:57Z	Rogue 1	Rogue		1		9	15	13	19	12	13	9	18		Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion	Shortsword|Shortsword|Dagger		08 28 18		NA	NA	Half-Elf		Shortsword|Dagger
c44e4e	Half-Orc	Acolyte	2018-08-15T20:30:44Z	Cleric 10	Cleric	Nature Domain	10	Heavy Armor Master|Orcish Fury	73	18	18	10	14	12	15	8	Chaotic Neutral	History|Nature|Religion|Insight|Medicine|Intimidation	Mace|Crossbow, light	Animal Friendship*1|Speak with Animals*1|Barkskin*2|Spike Growth*2|Plant Growth*3|Wind Wall*3|Dominate Beast*4|Grasping Vine*4|Insect Plague*5|Tree Stride*5	08 15 18	CN	N	C	Half-Orc	Animal Friendship*1|Speak with Animals*1|Barkskin*2|Spike Growth*2|Plant Growth*3|Wind Wall*3|Dominate Beast*4|Grasping Vine*4|Insect Plague*5|Tree Stride*5	Mace|Crossbow, Light
c44e4e	Half-Orc	Acolyte	2018-08-15T21:28:26Z	Cleric 10	Cleric	Nature Domain	10	Heavy Armor Master|Orcish Fury	73	18	18	10	14	12	15	8	Chaotic Neutral	History|Nature|Religion|Insight|Medicine|Intimidation	Mace|Crossbow, light	Guidance*0|Light*0|Resistance*0|Sacred Flame*0|Spare the Dying*0|Animal Friendship*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Speak with Animals*1|Barkskin*2|Blindness/Deafness*2|Hold Person*2|Spike Growth*2|Beacon of Hope*3|Mass Healing Word*3|Plant Growth*3|Revivify*3|Wind Wall*3|Dominate Beast*4|Freedom of Movement*4|Grasping Vines*4|Stone Shape*4|Greater Restoration*5|Insect Plague*5|Mass Cure Wounds*5|Tree Stride*5	08 15 18	CN	N	C	Half-Orc	Guidance*0|Light*0|Resistance*0|Sacred Flame*0|Spare the Dying*0|Animal Friendship*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Speak with Animals*1|Barkskin*2|Blindness/Deafness*2|Hold Person*2|Spike Growth*2|Beacon of Hope*3|Mass Healing Word*3|Plant Growth*3|Revivify*3|Wind Wall*3|Dominate Beast*4|Freedom of Movement*4|Grasping Vine*4|Stone Shape*4|Greater Restoration*5|Insect Plague*5|Mass Cure Wounds*5|Tree Stride*5	Mace|Crossbow, Light
3cfb67	Protector Aasimar	Sailor	2018-08-07T18:44:57Z	Bard 10	Bard	College of Glamour	10	Mobile	88	15	12	18	14	16	17	20		Athletics|Acrobatics|Perception|Performance|Persuasion	Rapier|Dagger	Vicious Mockery*0|Dancing Lights*0|Charm Person*1|Detect Magic*1|Healing Word*1|Thunderwave*1|Silence*2|Crown Of Madness*2|Invisibility*2|Bestow Curse*3|Leomunds Tiny Hut*3|Nondetection*3|Dimension Door*4|Polymorph*4|Hallucinatory Terrain*4|Planar Binding*5|Seeming*5	08 07 18		NA	NA	Aasimar	Vicious Mockery*0|Dancing Lights*0|Charm Person*1|Detect Magic*1|Healing Word*1|Thunderwave*1|Silence*2|Crown of Madness*2|Invisibility*2|Bestow Curse*3|Leomund’s Tiny Hut*3|Nondetection*3|Dimension Door*4|Polymorph*4|Hallucinatory Terrain*4|Planar Binding*5|Seeming*5	Rapier|Dagger
40ca29	Sea Elf	Sailor	2018-06-01T15:09:06Z	Ranger 7|Rogue 13	Ranger|Rogue	Gloom Stalker|Scout	20	Skulker|Elven Accuracy|Observant|Sharpshooter|Alert	131	15	12	18	12	10	16	8		Athletics|Acrobatics|Stealth|Nature|Animal Handling|Perception|Survival	Longbow|Rapier	Disguise Self*1|Rope Trick*2	06 01 18		NA	NA	Elf	Disguise Self*1|Rope Trick*2	Longbow|Rapier
f6028d	Goblin	Acolyte	2018-07-10T01:20:19Z	Monk 1	Monk		1		9	15	13	17	13	10	14	8		Acrobatics|Stealth|Religion|Insight	Shortsword|Dart|Unarmed strike		07 09 18		NA	NA	Goblin		Shortsword|Dart|Unarmed Strike
acfca6	Human	Criminal	2018-07-15T14:01:36Z	Rogue 2	Rogue		2	Skulker	19	16	14	16	16	13	11	13		Acrobatics|Stealth|Investigation|Insight|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		07 15 18		NA	NA	Human		Rapier|Shortbow|Dagger
1b4369	Wood Elf	Criminal	2018-07-10T01:19:38Z	Ranger 1	Ranger		1		11	16	13	17	12	10	15	8		Athletics|Stealth|Insight|Perception|Survival|Deception	Shortsword|Longbow		07 09 18		NA	NA	Elf		Shortsword|Longbow
f74c74	Forest Gnome	Sage	2018-07-10T01:18:48Z	Sorcerer 1	Sorcerer	Shadow Magic	1		8	12	8	14	14	14	10	15		Arcana|History|Insight|Persuasion	Dagger		07 09 18		NA	NA	Gnome		Dagger
0d8e98	Goblin	Sage	2018-08-05T21:28:41Z	Wizard 6	Wizard	School of Enchantment	6		42	13	8	16	13	17	10	13		Arcana|History|Investigation|Insight	Quarterstaff		08 05 18		NA	NA	Goblin		Quarterstaff
0420ee	Lineage - Glas	Criminal	2018-07-09T23:06:43Z	Sorcerer 3	Sorcerer	Wild Magic	3		22	13	8	16	15	8	8	17		Stealth|Insight|Deception|Persuasion	Crossbow, light|Dagger	Minor Illusion*0|Firebolt*0|Poison Spray*0|Friends*0|Mage Armor*1|Disguise Self*1|Scorching Ray*2|Suggestion*2	07 09 18		NA	NA	Tiefling	Minor Illusion*0|Fire Bolt*0|Poison Spray*0|Friends*0|Mage Armor*1|Disguise Self*1|Scorching Ray*2|Suggestion*2	Crossbow, Light|Dagger
